month,account,product_item_id,spend
"2025-10","Vegavero DE","53059560014155",4.481
"2025-10","Vegavero DE","53059589407051",1.1316
"2025-10","Vegavero DE","53059575644491",0.5028
"2025-10","Vegavero DE","53059481403723",0.5335
"2025-10","Vegavero DE","53059462299979",0.8329
"2025-10","Vegavero DE","53059631481163",1.82
"2025-10","Vegavero DE","53204701708619",2.1884
"2025-10","Vegavero DE","53470267670859",0.4085
"2025-10","Vegavero DE","53470267539787",0.0734
"2025-10","Vegavero DE","53059586326859",8.0802
"2025-10","Vegavero DE","53059563422027",0.6164
"2025-10","Vegavero DE","53059578822987",1.97
"2025-10","Vegavero DE","53059550544203",0.49
"2025-10","Vegavero DE","53059627483467",1.52
"2025-10","Vegavero DE","53059479273803",4.29
"2025-10","Vegavero DE","53059558768971",0.0209
"2025-10","Vegavero DE","53059569975627",2.0214
"2025-10","Vegavero DE","53059566338379",0.32
"2025-10","Vegavero DE","53059616768331",4.129
"2025-10","Vegavero DE","53059478618443",0.7907
"2025-10","Vegavero DE","53059639968075",0.2082
"2025-10","Vegavero DE","53059625025867",0.26
"2025-10","Vegavero DE","53059599499595",0.39
"2025-10","Vegavero DE","53059634823499",4.35
"2025-10","Vegavero DE","53059487629643",0.03
"2025-10","Vegavero DE","53059603824971",0.4442
"2025-10","Vegavero DE","53059553657163",2.85
"2025-10","Vegavero DE","53059614081355",1.3
"2025-10","Vegavero DE","53059629318475",1.6879
"2025-10","Vegavero DE","53059628433739",1.51
"2025-10","Vegavero DE","53059580756299",0.8
"2025-10","Vegavero DE","53059643933003",0.2983
"2025-10","Vegavero DE","53059592945995",0.84
"2025-10","Vegavero DE","53059556081995",1.0529
"2025-10","Vegavero DE","53247167660363",0.76
"2025-10","Vegavero DE","53059574071627",1.31
"2025-10","Vegavero DE","53059584459083",0.05
"2025-10","Vegavero DE","53059473899851",0.32
"2025-10","Vegavero DE","53059548709195",1.36
"2025-10","Vegavero DE","53059614703947",0.36
"2025-10","Vegavero DE","53059573514571",1.26
"2025-10","Vegavero DE","53059623682379",0.68
"2025-10","Vegavero DE","53059551822155",0.29
"2025-10","Vegavero DE","53059615523147",1.07
"2025-10","Vegavero DE","53059600253259",0.67
"2025-10","Vegavero DE","53059628826955",0.44
"2025-10","Vegavero DE","53059647078731",0.021
"2025-10","Vegavero DE","53059475112267",0.4
"2025-10","Vegavero DE","53059579838795",0.4
"2025-10","Vegavero DE","53059593634123",0.8
"2025-10","Vegavero DE","53059649896779",0.0253
"2025-11","Vegavero DE","53059648192843",12.7951
"2025-11","Vegavero DE","53059586326859",7.3013
"2025-11","Vegavero DE","53059650191691",52.6262
"2025-11","Vegavero DE","53059644916043",8.7623
"2025-11","Vegavero DE","53059628433739",18.61
"2025-11","Vegavero DE","53059586916683",41.9795
"2025-11","Vegavero DE","53059605299531",57.5246
"2025-11","Vegavero DE","53059583770955",2.2831
"2025-11","Vegavero DE","53059620274507",5.7551
"2025-11","Vegavero DE","53059633774923",14.4363
"2025-11","Vegavero DE","53059594781003",82.98
"2025-11","Vegavero DE","53059647766859",14.0715
"2025-11","Vegavero DE","53059481403723",9.1328
"2025-11","Vegavero DE","53059576889675",67.7318
"2025-11","Vegavero DE","53059649896779",51.4124
"2025-11","Vegavero DE","53059569975627",24.6292
"2025-11","Vegavero DE","53059476422987",10.1395
"2025-11","Vegavero DE","53059551232331",77.7879
"2025-11","Vegavero DE","53204597014859",31.35
"2025-11","Vegavero DE","53059642163531",13.9688
"2025-11","Vegavero DE","53059614081355",5.1513
"2025-11","Vegavero DE","53059616768331",10.8798
"2025-11","Vegavero DE","53059547988299",3.9709
"2025-11","Vegavero DE","53204701708619",5.2383
"2025-11","Vegavero DE","53059613196619",3.8148
"2025-11","Vegavero DE","53059595960651",28.7865
"2025-11","Vegavero DE","53059650847051",31.5004
"2025-11","Vegavero DE","53059563422027",6.7818
"2025-11","Vegavero DE","53059629318475",6.5671
"2025-11","Vegavero DE","53204562739531",215.5365
"2025-11","Vegavero DE","53204690927947",50.4205
"2025-11","Vegavero DE","53059627483467",43.53
"2025-11","Vegavero DE","53059609723211",27.7
"2025-11","Vegavero DE","53059652616523",51.6393
"2025-11","Vegavero DE","53059558768971",3.1892
"2025-11","Vegavero DE","53059547169099",18.61
"2025-11","Vegavero DE","53059608281419",63
"2025-11","Vegavero DE","53059574858059",1.8474
"2025-11","Vegavero DE","53059627909451",50.87
"2025-11","Vegavero DE","53059579347275",2.66
"2025-11","Vegavero DE","53059645473099",65.6244
"2025-11","Vegavero DE","53059565388107",5.4389
"2025-11","Vegavero DE","53059595239755",1.259
"2025-11","Vegavero DE","53059646587211",45.6103
"2025-11","Vegavero DE","53059632136523",30.2119
"2025-11","Vegavero DE","53059630760267",3.7519
"2025-11","Vegavero DE","53059469148491",14.64
"2025-11","Vegavero DE","53059548709195",19.3705
"2025-11","Vegavero DE","53059647078731",13.9233
"2025-11","Vegavero DE","53059625025867",9.0329
"2025-11","Vegavero DE","53059572990283",96.7534
"2025-11","Vegavero DE","53059622928715",11.81
"2025-11","Vegavero DE","53059587932491",61.46
"2025-11","Vegavero DE","53059462299979",17.77
"2025-11","Vegavero DE","53059644490059",1.855
"2025-11","Vegavero DE","53059579838795",2.92
"2025-11","Vegavero DE","53059463086411",41.66
"2025-11","Vegavero DE","53059542745419",26.13
"2025-11","Vegavero DE","53059549561163",11.3882
"2025-11","Vegavero DE","53059461579083",137.3713
"2025-11","Vegavero DE","53059473899851",14.13
"2025-11","Vegavero DE","53059577512267",24.85
"2025-11","Vegavero DE","53059604840779",41.8453
"2025-11","Vegavero DE","53059479273803",48.87
"2025-11","Vegavero DE","53059575644491",22.219
"2025-11","Vegavero DE","53059641147723",19.96
"2025-11","Vegavero DE","53059556081995",55.9918
"2025-11","Vegavero DE","53059634823499",59.02
"2025-11","Vegavero DE","53059633250635",108.3212
"2025-11","Vegavero DE","53059617194315",22.96
"2025-11","Vegavero DE","53059594191179",94.98
"2025-11","Vegavero DE","53059623682379",10.08
"2025-11","Vegavero DE","53059654025547",33.14
"2025-11","Vegavero DE","53059573514571",5.65
"2025-11","Vegavero DE","53059615523147",35.67
"2025-11","Vegavero DE","53059584459083",8.26
"2025-11","Vegavero DE","53059596648779",38.9533
"2025-11","Vegavero DE","53059540746571",59.2522
"2025-11","Vegavero DE","53059622404427",24.71
"2025-11","Vegavero DE","53059578822987",21.37
"2025-11","Vegavero DE","53059560014155",33.0452
"2025-11","Vegavero DE","53059589407051",5.594
"2025-11","Vegavero DE","53059572236619",3.48
"2025-11","Vegavero DE","53059557294411",32.29
"2025-11","Vegavero DE","53059616309579",10.26
"2025-11","Vegavero DE","53247167660363",31.4184
"2025-11","Vegavero DE","53059474555211",0.39
"2025-11","Vegavero DE","53059475603787",14.38
"2025-11","Vegavero DE","53059601334603",22.3675
"2025-11","Vegavero DE","53059605791051",6.89
"2025-11","Vegavero DE","53059629646155",2.93
"2025-11","Vegavero DE","53059564273995",10.3
"2025-11","Vegavero DE","53059623354699",15.3
"2025-11","Vegavero DE","53059562176843",25.2326
"2025-11","Vegavero DE","53059571286347",8.88
"2025-11","Vegavero DE","53059621454155",18.5654
"2025-11","Vegavero DE","53059592945995",15.95
"2025-11","Vegavero DE","53059566338379",11.16
"2025-11","Vegavero DE","53059603824971",7.85
"2025-11","Vegavero DE","53059543630155",14.6626
"2025-11","Vegavero DE","53470267670859",8.91
"2025-11","Vegavero DE","53059567616331",19.84
"2025-11","Vegavero DE","53059593634123",15.04
"2025-11","Vegavero DE","53059478126923",12.9302
"2025-11","Vegavero DE","53059645833547",22.3062
"2025-11","Vegavero DE","53059608871243",23.57
"2025-11","Vegavero DE","53059609297227",5.13
"2025-11","Vegavero DE","53059618210123",38.081
"2025-11","Vegavero DE","53059649339723",21.8636
"2025-11","Vegavero DE","53059588882763",8.0717
"2025-11","Vegavero DE","53059591274827",122.08
"2025-11","Vegavero DE","53059552608587",5.9447
"2025-11","Vegavero DE","53059473375563",6.58
"2025-11","Vegavero DE","53059652059467",0.83
"2025-11","Vegavero DE","53059551822155",2.83
"2025-11","Vegavero DE","53059628826955",3.32
"2025-11","Vegavero DE","53059553657163",11.26
"2025-11","Vegavero DE","53059478618443",7.7241
"2025-11","Vegavero DE","53059632759115",8.47
"2025-11","Vegavero DE","53059561226571",19.72
"2025-11","Vegavero DE","53059630137675",14.49
"2025-11","Vegavero FR","53059578822987",7
"2025-11","Vegavero FR","53059604840779",4.42
"2025-11","Vegavero FR","53059607265611",4.56
"2025-11","Vegavero FR","53059609723211",5.52
"2025-11","Vegavero FR","53059469148491",17.05
"2025-11","Vegavero FR","53059586916683",8.46
"2025-11","Vegavero FR","53059547169099",3.09
"2025-11","Vegavero FR","53059474555211",1.24
"2025-11","Vegavero FR","53059627909451",7.94
"2025-11","Vegavero FR","53059572990283",2.73
"2025-11","Vegavero FR","53059576889675",1.37
"2025-11","Vegavero FR","53059628826955",0.45
"2025-11","Vegavero FR","53059615523147",2.6
"2025-11","Vegavero FR","53059566338379",0.23
"2025-11","Vegavero FR","53059611984203",13.52
"2025-11","Vegavero FR","53059645473099",33.84
"2025-11","Vegavero FR","53059584459083",7.8
"2025-11","Vegavero FR","53059540746571",6.49
"2025-11","Vegavero FR","53059539599691",9.79
"2025-11","Vegavero ES","53059546349899",12.61
"2025-11","Vegavero ES","53059622404427",0.47
"2025-11","Vegavero ES","53059608871243",8.07
"2025-11","Vegavero ES","53059646587211",6.82
"2025-11","Vegavero ES","53059607265611",10.84
"2025-11","Vegavero ES","53059609723211",8.71
"2025-11","Vegavero ES","53059479273803",12.53
"2025-11","Vegavero ES","53059579871563",0.33
"2025-11","Vegavero ES","53059649339723",3.03
"2025-11","Vegavero ES","53059591274827",5.44
"2025-11","Vegavero ES","53059586916683",14.85
"2025-11","Vegavero ES","53059554640203",0.86
"2025-11","Vegavero ES","53059605299531",3.94
"2025-11","Vegavero ES","53059616309579",6.93
"2025-11","Vegavero ES","53059547169099",6.89
"2025-11","Vegavero ES","53059608281419",3.8
"2025-11","Vegavero ES","53059633774923",3.38
"2025-11","Vegavero ES","53059647078731",3.75
"2025-11","Vegavero ES","53059594781003",20.61
"2025-11","Vegavero ES","53059564273995",3.94
"2025-11","Vegavero ES","53059627909451",10.31
"2025-11","Vegavero ES","53059576889675",13.34
"2025-11","Vegavero ES","53059569975627",6.5
"2025-11","Vegavero ES","53059573514571",3.8
"2025-11","Vegavero ES","53059617816907",1.1
"2025-11","Vegavero ES","53059615523147",3.75
"2025-11","Vegavero ES","53059565388107",0.745
"2025-11","Vegavero ES","53059613196619",0.71
"2025-11","Vegavero ES","53059542745419",12.53
"2025-11","Vegavero ES","53470267670859",1.36
"2025-11","Vegavero ES","53059593634123",4.83
"2025-11","Vegavero ES","53059539599691",8.6
"2025-11","Vegavero ES","53059645833547",6.09
"2025-11","Vegavero ES","53059561226571",3.9
"2025-11","Vegavero DE","53059550544203",31.4
"2025-11","Vegavero DE","53059475112267",6.74
"2025-11","Vegavero DE","53059648586059",4.5908
"2025-11","Vegavero DE","53059600253259",19.19
"2025-11","Vegavero DE","53059641639243",33.48
"2025-11","Vegavero DE","53059480191307",6.8644
"2025-11","Vegavero IT","53059546349899",26.03
"2025-11","Vegavero IT","53059461579083",37.856
"2025-11","Vegavero IT","53204562739531",11.6925
"2025-11","Vegavero IT","53059646587211",14.11
"2025-11","Vegavero IT","53454678851915",0.47
"2025-11","Vegavero IT","53059550544203",18.46
"2025-11","Vegavero IT","53059604840779",21.956
"2025-11","Vegavero IT","53059650191691",13.6951
"2025-11","Vegavero IT","53059632136523",14.9952
"2025-11","Vegavero IT","53059607265611",24.5
"2025-11","Vegavero IT","53059628433739",15.8025
"2025-11","Vegavero IT","53059479273803",11.35
"2025-11","Vegavero IT","53059589407051",19.38
"2025-11","Vegavero IT","53059591274827",23.46
"2025-11","Vegavero IT","53059586916683",40.4048
"2025-11","Vegavero IT","53059605299531",8.483
"2025-11","Vegavero IT","53059547169099",20.4
"2025-11","Vegavero IT","53059606151499",3.01
"2025-11","Vegavero IT","53059608281419",23.37
"2025-11","Vegavero IT","53059474555211",0.04
"2025-11","Vegavero IT","53059568402763",6.98
"2025-11","Vegavero IT","53059633250635",14.1129
"2025-11","Vegavero IT","53059629646155",6.3381
"2025-11","Vegavero IT","53059564273995",13.55
"2025-11","Vegavero IT","53059627909451",29.62
"2025-11","Vegavero IT","53059473375563",4.6842
"2025-11","Vegavero IT","53059481403723",43.9
"2025-11","Vegavero IT","53059572990283",20.23
"2025-11","Vegavero IT","53059594191179",8.22
"2025-11","Vegavero IT","53059623682379",12.9162
"2025-11","Vegavero IT","53059551822155",10.41
"2025-11","Vegavero IT","53059587932491",25.45
"2025-11","Vegavero IT","53059654025547",7.4076
"2025-11","Vegavero IT","53059573514571",7.44
"2025-11","Vegavero IT","53059566338379",11.53
"2025-11","Vegavero IT","53059553657163",4.79
"2025-11","Vegavero IT","53059645473099",12.0194
"2025-11","Vegavero IT","53059584459083",0.96
"2025-11","Vegavero IT","53059463086411",32.74
"2025-11","Vegavero IT","53059565388107",9.4712
"2025-11","Vegavero IT","53059595960651",18.7626
"2025-11","Vegavero IT","53059650847051",21.3071
"2025-11","Vegavero IT","53059563422027",1.93
"2025-11","Vegavero IT","53059478618443",3.8808
"2025-11","Vegavero IT","53059539599691",7.49
"2025-11","Vegavero IT","53059561226571",5.59
"2025-11","Vegavero IT","53059638460747",3.67
"2025-11","Vegavero FR","53059473899851",6.79
"2025-11","Vegavero FR","53204562739531",9.69
"2025-11","Vegavero FR","53059650191691",7.88
"2025-11","Vegavero FR","53059618210123",1.76
"2025-11","Vegavero FR","53059624206667",54.13
"2025-11","Vegavero FR","53059572236619",2.18
"2025-11","Vegavero FR","53059616309579",3.04
"2025-11","Vegavero FR","53059641147723",0.38
"2025-11","Vegavero FR","53059647078731",6.28
"2025-11","Vegavero FR","53059654025547",5.87
"2025-11","Vegavero FR","53059476422987",3.69
"2025-11","Vegavero FR","53204597014859",5.96
"2025-11","Vegavero FR","53059648586059",0.99
"2025-11","Vegavero FR","53059596648779",4.51
"2025-11","Vegavero FR","53059563422027",2.87
"2025-11","Vegavero FR","53470267539787",5.36
"2025-11","Vegavero ES","53059461579083",9.29
"2025-11","Vegavero ES","53204690927947",20.1
"2025-11","Vegavero ES","53059550544203",19.99
"2025-11","Vegavero ES","53059609297227",0.61
"2025-11","Vegavero ES","53059650191691",14.26
"2025-11","Vegavero ES","53059624206667",24.39
"2025-11","Vegavero ES","53059628433739",1.16
"2025-11","Vegavero ES","53473584972107",2.32
"2025-11","Vegavero ES","53059469148491",3.39
"2025-11","Vegavero ES","53059652616523",3.74
"2025-11","Vegavero ES","53059557294411",3.35
"2025-11","Vegavero ES","53059606151499",2.35
"2025-11","Vegavero ES","53059633250635",8.27
"2025-11","Vegavero ES","53059601334603",7.92
"2025-11","Vegavero ES","53059622928715",3.71
"2025-11","Vegavero ES","53059578036555",0.38
"2025-11","Vegavero ES","53059571286347",2.22
"2025-11","Vegavero ES","53059611984203",6.49
"2025-11","Vegavero ES","53204597014859",5.85
"2025-11","Vegavero ES","53059644490059",1.01
"2025-11","Vegavero ES","53059645473099",3.63
"2025-11","Vegavero ES","53059574071627",2.86
"2025-11","Vegavero ES","53059614081355",2.49
"2025-11","Vegavero ES","53059600253259",3.12
"2025-11","Vegavero ES","53059478618443",4.3
"2025-11","Vegavero ES","53059540746571",1.14
"2025-11","Vegavero ES","53059478126923",6.4
"2025-11","Vegavero ES","53470267539787",0.69
"2025-11","Vegavero DE","53059580756299",70.7999
"2025-11","Vegavero IT","53059648192843",7.2248
"2025-11","Vegavero IT","53204690927947",7.5255
"2025-11","Vegavero IT","53059577512267",6.18
"2025-11","Vegavero IT","53059618210123",8.8011
"2025-11","Vegavero IT","53059630760267",5.8191
"2025-11","Vegavero IT","53059560014155",13.3328
"2025-11","Vegavero IT","53059652616523",16.5908
"2025-11","Vegavero IT","53059554640203",0.1503
"2025-11","Vegavero IT","53059647078731",10.0571
"2025-11","Vegavero IT","53059647766859",10.8271
"2025-11","Vegavero IT","53059652059467",15.2922
"2025-11","Vegavero IT","53059576889675",54.2774
"2025-11","Vegavero IT","53059569975627",19.3475
"2025-11","Vegavero IT","53059551232331",9.4466
"2025-11","Vegavero IT","53059603824971",3.42
"2025-11","Vegavero IT","53059644490059",1.9679
"2025-11","Vegavero IT","53059480191307",8.7093
"2025-11","Vegavero FR","53059648192843",4.55
"2025-11","Vegavero FR","53059608871243",4.4
"2025-11","Vegavero FR","53059646587211",0.54
"2025-11","Vegavero FR","53059577512267",1.84
"2025-11","Vegavero FR","53059606151499",1.44
"2025-11","Vegavero FR","53059556081995",6.6
"2025-11","Vegavero FR","53059594781003",7.1
"2025-11","Vegavero FR","53059552608587",1.98
"2025-11","Vegavero FR","53059633250635",7.21
"2025-11","Vegavero FR","53059617194315",1.13
"2025-11","Vegavero FR","53059541762379",0.53
"2025-11","Vegavero FR","53059623354699",1.04
"2025-11","Vegavero FR","53059594191179",8.52
"2025-11","Vegavero FR","53059614081355",2.14
"2025-11","Vegavero FR","53059616768331",2.66
"2025-11","Vegavero FR","53059613196619",3.67
"2025-11","Vegavero FR","53059567616331",2.75
"2025-11","Vegavero FR","53059600253259",1.93
"2025-11","Vegavero ES","53059648192843",5.27
"2025-11","Vegavero ES","53059473899851",3.79
"2025-11","Vegavero ES","53059578822987",3.2
"2025-11","Vegavero ES","53204562739531",9.7
"2025-11","Vegavero ES","53059589407051",2.52
"2025-11","Vegavero ES","53059634823499",17
"2025-11","Vegavero ES","53059475603787",1.86
"2025-11","Vegavero ES","53059473375563",0.37
"2025-11","Vegavero ES","53059642556747",6.23
"2025-11","Vegavero ES","53059572990283",13.23
"2025-11","Vegavero ES","53059623682379",2.63
"2025-11","Vegavero ES","53059649896779",6.61
"2025-11","Vegavero ES","53059587932491",4.77
"2025-11","Vegavero ES","53059476422987",4.54
"2025-11","Vegavero ES","53059603824971",13.81
"2025-11","Vegavero ES","53059653042507",0.68
"2025-11","Vegavero ES","53059650847051",4.61
"2025-11","Vegavero ES","53059629318475",4.04
"2025-11","Vegavero DE","53059546349899",21.7
"2025-11","Vegavero DE","53059624206667",44.91
"2025-11","Vegavero DE","53059611984203",1.96
"2025-11","Vegavero DE","53059574071627",11.176
"2025-11","Vegavero IT","53059624206667",33.1351
"2025-11","Vegavero IT","53059609723211",2.63
"2025-11","Vegavero IT","53473584972107",14.2
"2025-11","Vegavero IT","53059469148491",13.74
"2025-11","Vegavero IT","53247167660363",6.6097
"2025-11","Vegavero IT","53059594781003",28.43
"2025-11","Vegavero IT","53059574071627",5.66
"2025-11","Vegavero IT","53470267539787",11.97
"2025-11","Vegavero FR","53059546349899",2.33
"2025-11","Vegavero FR","53059461579083",7.57
"2025-11","Vegavero FR","53454678851915",0.38
"2025-11","Vegavero FR","53059609297227",3.33
"2025-11","Vegavero FR","53059632136523",0.61
"2025-11","Vegavero FR","53473584972107",2.26
"2025-11","Vegavero FR","53059554640203",1.15
"2025-11","Vegavero FR","53059557294411",2.11
"2025-11","Vegavero FR","53059605299531",0.91
"2025-11","Vegavero FR","53059625025867",3.45
"2025-11","Vegavero FR","53059642556747",4.04
"2025-11","Vegavero FR","53059475112267",0.2
"2025-11","Vegavero FR","53059622928715",9.7
"2025-11","Vegavero FR","53059551232331",7.93
"2025-11","Vegavero FR","53470267670859",1.09
"2025-11","Vegavero FR","53059593634123",10.24
"2025-11","Vegavero FR","53059478618443",2.82
"2025-11","Vegavero FR","53059629318475",5.41
"2025-11","Vegavero ES","53454678851915",0.32
"2025-11","Vegavero ES","53059627483467",0.87
"2025-11","Vegavero ES","53059618210123",1.35
"2025-11","Vegavero ES","53059632136523",3.17
"2025-11","Vegavero ES","53059588882763",0.91
"2025-11","Vegavero ES","53059572236619",1.15
"2025-11","Vegavero ES","53059580756299",1.56
"2025-11","Vegavero ES","53059647766859",0.44
"2025-11","Vegavero ES","53059568402763",5.54
"2025-11","Vegavero ES","53059629646155",0.42
"2025-11","Vegavero ES","53059541762379",4.11
"2025-11","Vegavero ES","53059654025547",6.0631
"2025-11","Vegavero ES","53059462299979",1.16
"2025-11","Vegavero ES","53059621454155",0.2841
"2025-11","Vegavero ES","53059592945995",3.75
"2025-11","Vegavero ES","53059566338379",2.65
"2025-11","Vegavero ES","53059551232331",8.72
"2025-11","Vegavero ES","53059563422027",0.24
"2025-11","Vegavero ES","53059632759115",0.28
"2025-11","Vegavero ES","53059641639243",1.5
"2025-11","Vegavero DE","53059617816907",14.31
"2025-11","Vegavero IT","53059578822987",10.9882
"2025-11","Vegavero IT","53059557294411",5.1
"2025-11","Vegavero IT","53059575644491",4.22
"2025-11","Vegavero IT","53059634823499",11.23
"2025-11","Vegavero IT","53059605791051",4.46
"2025-11","Vegavero IT","53059622928715",30.92
"2025-11","Vegavero IT","53059578036555",15.8625
"2025-11","Vegavero IT","53059628826955",5.91
"2025-11","Vegavero IT","53059476422987",5.49
"2025-11","Vegavero IT","53204597014859",3.75
"2025-11","Vegavero IT","53059642163531",2.41
"2025-11","Vegavero IT","53059596648779",34.41
"2025-11","Vegavero IT","53059645833547",9.0128
"2025-11","Vegavero IT","53059629318475",11.99
"2025-11","Vegavero FR","53059652616523",5.53
"2025-11","Vegavero FR","53059558768971",0.1
"2025-11","Vegavero FR","53059647766859",0.66
"2025-11","Vegavero FR","53059475603787",2.07
"2025-11","Vegavero FR","53059473375563",0.1
"2025-11","Vegavero FR","53059569975627",0.36
"2025-11","Vegavero FR","53059463086411",2.32
"2025-11","Vegavero FR","53059632759115",2.8
"2025-11","Vegavero ES","53059604840779",1.67
"2025-11","Vegavero ES","53059641147723",0.9
"2025-11","Vegavero ES","53059625025867",2.86
"2025-11","Vegavero ES","53059552608587",1.5
"2025-11","Vegavero ES","53059481403723",2.76
"2025-11","Vegavero ES","53059562176843",0.87
"2025-11","Vegavero ES","53059553657163",3.55
"2025-11","Vegavero ES","53059463086411",3.87
"2025-11","Vegavero ES","53059543630155",1.91
"2025-11","Vegavero ES","53059480191307",2.2628
"2025-11","Vegavero IT","53059473899851",10.6514
"2025-11","Vegavero IT","53059622404427",0.5462
"2025-11","Vegavero IT","53059579871563",4.09
"2025-11","Vegavero IT","53059649339723",6.7696
"2025-11","Vegavero IT","53059588882763",1.21
"2025-11","Vegavero IT","53059572236619",2.04
"2025-11","Vegavero IT","53059616309579",11.8
"2025-11","Vegavero IT","53059633774923",5.35
"2025-11","Vegavero IT","53059569254731",2.26
"2025-11","Vegavero IT","53059475603787",2.34
"2025-11","Vegavero IT","53059617194315",4.4998
"2025-11","Vegavero IT","53059541762379",3.49
"2025-11","Vegavero IT","53059623354699",13.59
"2025-11","Vegavero IT","53059562176843",21.27
"2025-11","Vegavero IT","53059462299979",3.2019
"2025-11","Vegavero IT","53059592945995",16.82
"2025-11","Vegavero IT","53059543630155",15.85
"2025-11","Vegavero IT","53470267670859",8.1954
"2025-11","Vegavero IT","53059540746571",9.82
"2025-11","Vegavero IT","53059549561163",1.52
"2025-11","Vegavero IT","53059641639243",10.0482
"2025-11","Vegavero IT","53059630137675",0.98
"2025-11","Vegavero FR","53059620274507",0.04
"2025-11","Vegavero FR","53059462299979",0.51
"2025-11","Vegavero FR","53059626926411",1.08
"2025-11","Vegavero FR","53059478126923",1.41
"2025-11","Vegavero FR","53059630137675",0.33
"2025-11","Vegavero ES","53059597205835",20.66
"2025-11","Vegavero ES","53059551822155",2.07
"2025-11","Vegavero ES","53059642163531",0.26
"2025-11","Vegavero ES","53059596648779",1.39
"2025-11","Vegavero DE","53059607265611",18.66
"2025-11","Vegavero DE","53059597205835",118.25
"2025-11","Vegavero DE","53059638460747",3.38
"2025-11","Vegavero IT","53059644916043",2.2024
"2025-11","Vegavero IT","53059580756299",10.72
"2025-11","Vegavero IT","53059597205835",24.8343
"2025-11","Vegavero IT","53059615523147",3.69
"2025-11","Vegavero IT","53059611984203",6.3765
"2025-11","Vegavero IT","53059470721355",4.49
"2025-11","Vegavero IT","53059579838795",3.77
"2025-11","Vegavero IT","53059626926411",25.44
